Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;54.869.435/0001-04;2026-01-01;1;2026-02-13;ARX CHILLON REC FII;2024-06-05;INVESTIDORES EM GERAL;BR0JDNCTF003;721132;N;N;;Outros;Ativa;Determinado;2031-06-29;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.034.258/0001-09;2026-01-01;1;2026-02-12;FII ZAVIT SPECIAL OPPORTUNITIES;2024-08-14;INVESTIDORES EM GERAL;BR0LB1CTF002;1271000;N;N;;Multicategoria;Definida;Indeterminado;;30/06;S;N;N;N;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;55.074.554/0001-25;2026-01-01;1;2026-02-13;SPX RE RPPS FII;2024-12-17;INVESTIDORES EM GERAL;BRSPXLCTF007;3298014;N;N;;Logística;Ativa;Indeterminado;;31/12;S;S;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.089.373/0001-72;2026-01-01;1;2026-02-12;FII LCP RE DEVELOPMENT RESP LTDA;2024-05-23;INVESTIDOR QUALIFICADO;BRLREDCTF005;1408780.6641;N;N;;Residencial;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;55.115.058/0001-72;2026-01-01;1;2026-02-13;FII QUARTZO REAL ESTATE DEVELOPMENT MULT;2024-07-31;INVESTIDOR QUALIFICADO;BRQTZDCTF005;583340;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;55.154.961/0001-42;2026-01-01;1;2026-02-17;MONTREAL FUNDO DE INVESTIMENTO IMOBILIARIO RESP LIMITADA;2024-08-16;INVESTIDOR PROFISSIONAL;;134822.44542425;N;N;;Multicategoria;Ativa;Indeterminado;;31/05;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
Classe;55.177.440/0001-00;2026-01-01;1;2026-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO ASTORIAL;2024-07-18;INVESTIDOR QUALIFICADO;000000000000;122054.95095;N;N;;Logística;Ativa;Indeterminado;;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;36113876000191;Av. das Américas;3434;Bl. 7 Grupo 201;Barra da Tijuca;Rio de Janeiro;RJ;22640-102;(21) 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
Classe;55.293.694/0001-94;2026-01-01;1;2026-02-10;PEDHRA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONS. LIMITADA;2024-12-10;INVESTIDOR PROFISSIONAL;BR0N6LCTF008;8000;N;N;;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;55.296.764/0001-68;2026-01-01;1;2026-02-12;AUGME CRÉDITO ESTRUTURADO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-08-05;INVESTIDOR QUALIFICADO;BRAUGMCTF008;16946435;N;N;;Multicategoria;Ativa;Determinado;2029-08-05;30/06;N;S;N;S;N;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;55.302.190/0001-93;2026-01-01;1;2026-02-12;JARDIM PAULISTANO FII;2024-11-18;INVESTIDORES EM GERAL;BRJPAUCTF005;598399.9998;N;N;;Multicategoria;Ativa;Determinado;2031-05-09;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;55.314.110/0001-10;2026-01-01;1;2026-02-13;PDP INVEST FUND FII;2024-05-31;INVESTIDOR PROFISSIONAL;BR0PYFCTF002;20055;N;N;;Shoppings;Definida;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.314.271/0001-03;2026-01-01;1;2026-02-13;FII BLUEROCK ONE;2024-06-12;INVESTIDOR QUALIFICADO;BR0LO0CTF009;40000;N;N;;Hospital;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.315.760/0001-80;2026-01-01;1;2026-02-13;PDP ALLOS FII;2024-05-31;INVESTIDOR PROFISSIONAL;BR0PYGCTF000;131187;N;N;;Shoppings;Definida;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.346.193/0001-29;2026-01-01;1;2026-02-10;THEMISO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESP. LIMITADA;2024-07-29;INVESTIDOR PROFISSIONAL;BR0L9ECTF009;14985.44618219;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;55.431.577/0001-40;2026-01-01;1;2026-02-13;SPX G MASTER DESEN;2024-10-10;INVESTIDORES EM GERAL;BR0PYLCTF000;4093800;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.435.378/0001-00;2026-01-01;1;2026-02-08;BRIO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-06-28;INVESTIDOR PROFISSIONAL;;28644.54089;S;N;;Residencial;Ativa;Indeterminado;;30/06;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620-200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;55.435.378/0001-00;2026-02-01;1;2026-03-05;BRIO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-06-28;INVESTIDOR PROFISSIONAL;;28644.54089;S;N;;Residencial;Ativa;Indeterminado;;30/06;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620-200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;55.611.150/0001-23;2026-01-01;1;2026-02-13;SPX RE PRIV FII;2024-10-10;INVESTIDOR QUALIFICADO;BRSPXGR01M18;488412;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;55.661.358/0001-57;2026-01-01;1;2026-02-12;CROWTECH FUNDO DE INVESTIMENTO IMOBILIÁR;2024-08-23;INVESTIDOR PROFISSIONAL;BR0LCUCTF006;10014.0695;N;N;;Hospital;Ativa;Indeterminado;;30/06;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;55.729.232/0001-77;2026-01-01;1;2026-02-12;RIZA KALITHEA FII RESPONSABILIDADE LIMITADA;2024-07-05;INVESTIDORES EM GERAL;BR0KO8CTF003;80000000;S;N;;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;(11) 2137-8888;0800 605 888;https://www.genialinvestimentos.com.br/;middleadm@genial.com.vc
Classe;55.753.193/0001-43;2026-01-01;1;2026-02-12;KINEA FÊNIX FII RESPONSABILIDADE LIMITADA;2024-08-19;INVESTIDOR QUALIFICADO E PROFISSIONAL;BRKFENCTF001;178651;N;N;;Multicategoria;Ativa;Determinado;2039-08-19;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;55.768.096/0001-24;2026-01-01;1;2026-02-18;UNIMED INVESTCOOP NACIONAL II FII RL;2025-04-25;INVESTIDOR PROFISSIONAL;0;141957;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;55.793.516/0001-22;2026-01-01;1;2026-02-12;FII ROOFTOP III;2024-07-31;INVESTIDOR PROFISSIONAL;BRHOMSCTF001;524081;N;N;;Multicategoria;Ativa;Determinado;2028-07-31;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;55.944.877/0001-22;2026-01-01;1;2026-02-13;CIX GD ENERGIA SOLAR FII RESPONSABILIDADE LIMITADA;2024-11-21;INVESTIDOR PROFISSIONAL;BR0MCPCTF004;75650;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
Classe;55.948.693/0001-30;2026-01-01;1;2026-03-03;FII RWM BOTANICH;2024-07-18;INVESTIDOR QUALIFICADO;0;48162.70254363;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;55.969.466/0001-91;2026-01-01;1;2026-02-06;SUNXITT FII DE RESPONSABILIDADE LIMITADA;2022-11-08;INVESTIDOR PROFISSIONAL;BR0LC4CTF005;25363.32214106;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;S;N;N;S;PLANNER CORRETORA DE VALORES S.A.;00806535000154;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;inforegulatorio@planner.com.br
Classe;55.985.251/0001-64;2026-01-01;2;2026-02-19;ETT BLUECAP FII RESPONSABILIDADE LIMITAD;2024-09-26;INVESTIDOR QUALIFICADO;BR0LRNCTF009;6000;N;N;;Multicategoria;Definida;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;55.985.307/0001-80;2026-01-01;1;2026-02-12;FII AZ QUEST PANORAMA CREDITO;2024-08-21;INVESTIDORES EM GERAL;BRAZPECTF005;12500000;N;N;;Multicategoria;Definida;Indeterminado;;31/12;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;55.987.139/0001-62;2026-01-01;1;2026-02-17;ID GOIANA II FI FIAGRO IMOBILIARIO RESP LIMITADA;2024-08-15;INVESTIDOR PROFISSIONAL;;990327.1417;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV PRES JUSCELINO KUBITSCHEK;1726;19 ANDAR;VILA NOVA CONCEICAO;SÃO PAULO;SP;04543000;11 4637 6633;;;WWW.IDSF.COM.BR;administracao@idsf.com.br
Classe;56.008.757/0001-86;2026-01-01;1;2026-02-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO XINGU;2024-07-19;INVESTIDOR QUALIFICADO;0;14403.60203574;N;N;;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;SEFER INVESTIMENTOS DTVM LTDA;00329598000167;AV BRIGADEIRO FARIA LIMA;3900;6º ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451-000;11 3113-0060;;;www.seferinvestimentos.com.br;informeslegais@seferinvestimentos.com.br
Classe;56.012.069/0001-90;2026-01-01;1;2026-02-11;CASAS AAA SP FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-10-09;INVESTIDOR PROFISSIONAL;0;1519282.4796;N;N;;Outros;Ativa;Determinado;2029-10-09;31/12;N;S;N;N;S;OSLO CAPITAL DTVM;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Itaim Bibi;São Paulo;SP;04543-120;113513-3144;;;www.oslodtvm.com;admfundos@oslodtvm.com
Classe;56.028.598/0001-81;2026-01-01;1;2026-03-03;ALEGRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDA;2024-07-24;INVESTIDOR QUALIFICADO;0;467.94976398;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;56.053.824/0001-84;2026-01-01;1;2026-02-13;FII RIO BRAVO HEDGE;2024-08-30;INVESTIDOR QUALIFICADO;BR0L9CCTF003;2423669;N;N;;Outros;Ativa;Determinado;2029-07-30;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;56.061.587/0001-01;2026-01-01;1;2026-02-12;FII GALAPAGOS DESENVOLVIMENTO RESP LTDA;2024-08-19;INVESTIDORES EM GERAL;BRGCDLCTF002;396111;N;N;;Logística;Ativa;Determinado;2029-08-19;30/06;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;56.073.063/0001-22;2026-01-01;1;2026-02-10;ARION FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-10-25;INVESTIDOR PROFISSIONAL;BR0MEOCTF003;2941.34348922;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;56.073.063/0001-22;2026-02-01;1;2026-03-06;ARION FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-10-25;INVESTIDOR PROFISSIONAL;BR0MEOCTF003;2941.34348922;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOSLTDA;67030395000146;AVENIDA BRIGADEIRO FARIA LIMA;3732;14° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;56.174.611/0001-00;2026-01-01;1;2026-02-13;FII PLANNER 0414 - SHOPPING TOTALBRAS E NEWMALL;2024-11-11;INVESTIDOR QUALIFICADO;0;110038.34264221;N;N;;Shoppings;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;56.191.016/0001-83;2026-01-01;1;2026-02-12;AZ QUEST RENDA SOLAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-07-29;INVESTIDOR QUALIFICADO;BR0LA3CTF009;100000;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;S;N;N;S;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;56.212.023/0001-14;2026-01-01;1;2026-02-13;RIZA LECCI FII;2024-08-29;INVESTIDOR QUALIFICADO;BRRZLCR01M15;161229;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;56.303.820/0001-07;2026-01-01;1;2026-02-13;FII ARTEMIS 2024;2024-09-19;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0LJACTF003;1000;N;N;;Outros;Definida;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;56.304.155/0001-76;2026-01-01;1;2026-02-12;BALTIMORE SUB FII;2024-08-29;INVESTIDOR PROFISSIONAL;BRCEBBCTF010;292000;N;N;;Multicategoria;Definida;Indeterminado;;30/06;S;N;N;S;N;.BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º Andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;11 3563-4389;11 3563-4318;www.daycoval.com.br/investimentos/servicos-fiduciarios;informes.regulatorios@bancodaycoval.com.br
Classe;56.414.379/0001-30;2026-01-01;1;2026-02-10;FII DCT - RESPONSABILIDADE LIMITADA;2024-08-27;INVESTIDOR QUALIFICADO;;29000;N;N;;Outros;Ativa;Determinado;2023-08-30;31/12;N;N;S;N;N;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;56.430.935/0001-62;2026-01-01;1;2026-02-13;REC MULTIESTRATÉGIA - FII RESPONSABILIDADE LTDA;2024-10-25;INVESTIDORES EM GERAL;BRRECMCTF005;8400517;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;S;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;56.524.816/0001-79;2026-01-01;1;2026-02-02;MASH EMPREENDIMENTOS FII RESPONSABILIDADE LIMITADA;2024-08-12;INVESTIDOR PROFISSIONAL;BR0LPDCTF004;825286.92817088;S;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;56.524.816/0001-79;2026-02-01;1;2026-03-03;MASH EMPREENDIMENTOS FII RESPONSABILIDADE LIMITADA;2024-08-12;INVESTIDOR PROFISSIONAL;BR0LPDCTF004;825286.92817088;S;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;56.805.391/0001-76;2026-01-01;1;2026-02-13;FII RBR TOP OFFICES;2024-09-25;INVESTIDORES EM GERAL;BRTOPPCTF013;4528240;N;N;;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;56.883.420/0001-18;2026-01-01;1;2026-02-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO ZION CEMITÉRIOS RL;2024-08-16;INVESTIDOR QUALIFICADO;BR0LRDCTF000;1002.83906486;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;02671743000119;AVENIDA BRIGADEIRO FARIA LIMA;3732;12° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;https://www.banvox.com.br/;informesregulatorios@banvox.com.br
Classe;56.883.420/0001-18;2026-02-01;1;2026-03-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO ZION CEMITÉRIOS RL;2024-08-16;INVESTIDOR QUALIFICADO;BR0LRDCTF000;1033.34952145;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;02671743000119;AVENIDA BRIGADEIRO FARIA LIMA;3732;12° ANDAR;ITAIM BIBI;São Paulo;SP;04538133;(11)3842-1122;(11)3842-1122;;https://www.banvox.com.br/;informesregulatorios@banvox.com.br
Classe;56.978.773/0001-00;2026-01-01;1;2026-02-12;PDB MALLS FII RESPONSABILIDADE LTDA;2024-09-02;INVESTIDORES EM GERAL;BRPDBMCTF003;340000;S;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;BANCO GENIAL S.A.;45246410000155;Praia de Botafogo;228;9 andar;Botafogo;Rio de Janeiro;RJ;22250-906;(11) 3524-8888;(11) 2137-8888;0800 605 888;https://www.genialinvestimentos.com.br/;middleadm@genial.com.vc
Classe;56.990.470/0001-02;2026-01-01;1;2026-02-13;MAUÁ CRED IMOB FII;2024-09-30;INVESTIDOR QUALIFICADO;BR0LJUCTF001;1242717;N;N;;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;56.992.328/0001-96;2026-01-01;1;2026-02-12;JHSF CAPITAL DESENV IMOB FII RESPONSABILIDADE LIMITADA;2025-12-15;INVESTIDORES EM GERAL;BRJCDRCTF003;3490947;N;N;;Multicategoria;Definida;Indeterminado;2030-12-18;31/12;S;S;N;S;S;XP INVESTIMENTOS CORRETORA DE CÂMBIO, TÍTULOS E VAL MOB S/A;02332886000104;AVENIDA ATAULFO DE PAIVA;153;5º e 8º andares;LEBLON;RIO DE JANEIRO;RJ;22440-033;(11) 3027-2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
